imagepath,label,dataset
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4611.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4719.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_202.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9379.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4328.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_512.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_577.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7327.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3003.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3987.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1464.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7412.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2576.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8098.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2800.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3912.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3467.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7779.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8723.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4891.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2389.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5008.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2766.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9279.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3926.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5431.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6846.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5581.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9301.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2767.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5232.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9730.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6363.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5908.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3621.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_908.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9812.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4136.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9979.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8289.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9586.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3102.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3069.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9969.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8248.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5305.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9300.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2729.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4092.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8922.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9949.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6025.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2881.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2019.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5702.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5271.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4478.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6934.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5953.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2247.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9497.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9545.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8856.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9430.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3310.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5365.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1427.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7205.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8103.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7455.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6224.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_153.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3522.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3713.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8656.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1188.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4379.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9639.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3791.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4407.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3026.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6491.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1511.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3153.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5931.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9634.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9855.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8360.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_874.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1012.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6543.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2743.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1594.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3033.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3836.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1744.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3623.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4166.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2644.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7238.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8342.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8268.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4996.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5852.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2706.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_718.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2472.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7201.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7403.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8100.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1526.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_949.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8618.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1344.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4899.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4497.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2052.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6667.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4810.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8220.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9368.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5681.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4048.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4162.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2872.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6759.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9731.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8612.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5245.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7380.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1203.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5781.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4667.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1105.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1620.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9502.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_715.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9975.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8722.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7287.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5633.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8836.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3004.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7976.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6174.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2592.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6605.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1230.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_317.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3952.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9652.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5777.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5707.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5733.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_582.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6360.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4577.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_4259.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_3037.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5704.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2010.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9800.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5113.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8459.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7900.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_5821.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_2235.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6563.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_6493.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8348.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_253.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_934.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_9137.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_1440.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8773.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_7770.jpg,paper,train
/content/drive/Shareddrives/yeja/Garbage classification/paper_copy/tri_0_8827.jpg,paper,train
